level,category,number,title,kind,new_path,size_bytes,sha256,original_path
basic-1,unit,1,Hi,pdf,materials/basic-1/units/unit-01/unit-01.pdf,394085,d966a98dace59a13f82cbf769cd2bc824b2307ecf70ee0276941fa3db8b00113,basic-1/BASIC 1/UNIT/UNIT 1- Hi.pdf
basic-1,unit,1,Hi,audio,materials/basic-1/units/unit-01/audio.mp3,1760169,1f621a495926f48f5f255d09127f4ae9a7cbc928e4319ae278d02b6048ddf441,basic-1/BASIC 1/ÁUDIO/UNIT 1 HI.mp3
basic-1,unit,2,Numbers,pdf,materials/basic-1/units/unit-02/unit-02.pdf,327129,4886a27e6f20783765e8b92e75300f56b320fd7ac8e2d73dea93c854d197e91c,basic-1/BASIC 1/UNIT/UNIT 2- Numbers.pdf
basic-1,unit,2,Numbers,audio,materials/basic-1/units/unit-02/audio.mp3,1300627,3c6e2a77eb42b8de6297e94e5695e9893c3fb7fec314e58c3c6bd9f087a50dcb,basic-1/BASIC 1/ÁUDIO/UNIT 2 NUMBERS.mp3
basic-1,unit,3,Colors,pdf,materials/basic-1/units/unit-03/unit-03.pdf,450671,9ae4cf82561778163e20bf14079fd7b1403625e410d07cbcb1375c335ddc1cfc,basic-1/BASIC 1/UNIT/UNIT 3- Colors.pdf
basic-1,unit,3,Colors,audio,materials/basic-1/units/unit-03/audio.mp3,1594626,b8c1229b59e9235104f5412524b9e741e93e63e189faa814c4bb22572b5f059f,basic-1/BASIC 1/ÁUDIO/UNIT 3 COLORS.mp3
basic-1,unit,4,Rooms and Colors,pdf,materials/basic-1/units/unit-04/unit-04.pdf,374078,e227b1152d488a7e53ec03bf0f8e4a61fff1d70fbf769406114188d6f83c7502,basic-1/BASIC 1/UNIT/UNIT 4- Rooms and Colors.pdf
basic-1,unit,4,Rooms and Colors,audio,materials/basic-1/units/unit-04/audio.mp3,1899696,064d10892971ebbf071cfb2fd14f85eb43283ac1addc8af6ef395c35607070c2,basic-1/BASIC 1/ÁUDIO/UNIT 4 ROOMS AND COLORS.mp3
basic-1,unit,5,Family,pdf,materials/basic-1/units/unit-05/unit-05.pdf,487829,be22da37181f6d84aa9bff1ce91c39ed8599ac18c9dcdae3f33ef7c0c3b370ff,basic-1/BASIC 1/UNIT/UNIT 5- Family.pdf
basic-1,unit,5,Family,audio,materials/basic-1/units/unit-05/audio.mp3,667091,0318cc53e4202dcc56ac1cec06585f21c39964943ec0cdedd97def5af21d6887,basic-1/BASIC 1/ÁUDIO/UNIT 5 FAMILY.mp3
basic-1,unit,6,What Time?,pdf,materials/basic-1/units/unit-06/unit-06.pdf,567437,4b67d3fce19f6d154116fa2b6dd955b1fef34c213d24f272643a0a1d2be75f22,basic-1/BASIC 1/UNIT/UNIT 6- What Time.pdf
basic-1,unit,6,What Time?,audio,materials/basic-1/units/unit-06/audio.mp3,1338570,d1d68f3f096d08afe3cdbc7debb869ed5cd17e4cc1d3d84c4241ce6634ce6667,basic-1/BASIC 1/ÁUDIO/UNIT 6 WHAT TIME.mp3
basic-1,unit,7,Clothes,pdf,materials/basic-1/units/unit-07/unit-07.pdf,487038,62998178e71e5301634f3a02ef5ff824d8ef44bc852a2bdf8859b6713eb955eb,basic-1/BASIC 1/UNIT/UNIT 7- Clothes.pdf
basic-1,unit,7,Clothes,audio,materials/basic-1/units/unit-07/audio.mp3,1277170,d68f04f40b575374766be943e4642f0a41144261989e01796eef4b557ee363f1,basic-1/BASIC 1/ÁUDIO/UNIT 7 CLOTHES.mp3
basic-1,unit,8,Body Parts,pdf,materials/basic-1/units/unit-08/unit-08.pdf,431449,b9eac15a794d5bad64b81cdb8d29b1a1a8f517379d38209999f328df10fe1f60,basic-1/BASIC 1/UNIT/Unit 8- Body Parts.pdf
basic-1,unit,8,Body Parts,audio,materials/basic-1/units/unit-08/audio.mp3,1063423,342cd8ec9791a5920db3ad1e673c05b8e7c16cf98d161546581ee64d9655f87b,basic-1/BASIC 1/ÁUDIO/UNIT 8 BODY PARTS.mp3
basic-1,unit,9,Professions,pdf,materials/basic-1/units/unit-09/unit-09.pdf,707423,86176abc6f34aa0153188d428dd164cdf48aa5239b4c28e782c81f3caf813d16,basic-1/BASIC 1/UNIT/Unit 9- Professions.pdf
basic-1,unit,9,Professions,audio,materials/basic-1/units/unit-09/audio.mp3,913418,9d2b63834c879372d0f1a0890a323bb4da5e0b6d366b1f36e1c0756eda497256,basic-1/BASIC 1/ÁUDIO/UNIT 9 PROFESSIONS.mp3
basic-1,unit,10,Food,pdf,materials/basic-1/units/unit-10/unit-10.pdf,560976,c6ccc12f0b73c1d19b829dbb8801ec54043db952a278e8112dfb840e1a6c58ae,basic-1/BASIC 1/UNIT/Unit 10- Food.pdf
basic-1,unit,10,Food,audio,materials/basic-1/units/unit-10/audio.mp3,1299340,e89429280873197c593bb8553eb62a28f9d6d7df33950bb37d06bde39b842fa0,basic-1/BASIC 1/ÁUDIO/UNIT 10 FOOD.mp3
basic-1,unit,11,Sports,pdf,materials/basic-1/units/unit-11/unit-11.pdf,517226,83b368be8266610628d88a33b68a4008faeba7d2d29a116739762e5cb60fa6de,basic-1/BASIC 1/UNIT/UNIT 11- Sports.pdf
basic-1,unit,11,Sports,audio,materials/basic-1/units/unit-11/audio.mp3,1655359,f2b038ee655c0d21aed0ee6eb0db63b93612e5c44ca2093c4359d797aed6fae2,basic-1/BASIC 1/ÁUDIO/UNIT 11 SPORTS.mp3
basic-1,unit,12,Cuisines,pdf,materials/basic-1/units/unit-12/unit-12.pdf,538290,fd6396dcb0ba700be8f89cc3ac3c6fe4254a1f5ae3a4d93a5ccdaf603564352e,basic-1/BASIC 1/UNIT/UNIT 12- Cuisines.pdf
basic-1,unit,12,Cuisines,audio,materials/basic-1/units/unit-12/audio.mp3,1504294,665cec2ca6a533660e0281bd980159a309785a151cde7e5a9b5182e17f71087e,basic-1/BASIC 1/ÁUDIO/UNIT 12 CUISINES.mp3
basic-1,unit,13,Where,pdf,materials/basic-1/units/unit-13/unit-13.pdf,676998,2a6b2915d4934040ab0d796d87561727b4d2e3f9d20f9490e0c5ee5732e01425,basic-1/BASIC 1/UNIT/UNIT 13- Where.pdf
basic-1,unit,13,Where,audio,materials/basic-1/units/unit-13/audio.mp3,1471695,b9b2c3078b95075cd8e4adb61e269d71c4907c083cf1feeb365b234704863ab4,basic-1/BASIC 1/ÁUDIO/UNIT 13 WHERE.mp3
basic-1,unit,14,Animals,pdf,materials/basic-1/units/unit-14/unit-14.pdf,730563,6f2ee463ce52910690286f585e87a56735ca57a092615ba0fef73d45a556dfd0,basic-1/BASIC 1/UNIT/UNIT 14- Animals.pdf
basic-1,unit,14,Animals,audio,materials/basic-1/units/unit-14/audio.mp3,1277260,91faf08bef63072dd27f0f14cdcbdcf1e7785ad7d5f6957f5a0aa99d264e2dd6,basic-1/BASIC 1/ÁUDIO/UNIT 14 ANIMALS.mp3
basic-1,unit,15,Weather,pdf,materials/basic-1/units/unit-15/unit-15.pdf,437602,e278feadd82d40c0bdfda225afdda95afbf73994a55fd60850261873aa6bf8d4,basic-1/BASIC 1/UNIT/UNIT 15- Weather.pdf
basic-1,unit,15,Weather,audio,materials/basic-1/units/unit-15/audio.mp3,1313708,95eec732c2d5a281d2c6b66aaa8ae7eb88a74e6906a71ea45e42d055dfca5268,basic-1/BASIC 1/ÁUDIO/UNIT 15 WEATHER.mp3
basic-1,unit,16,Places to Go,pdf,materials/basic-1/units/unit-16/unit-16.pdf,491409,733331a20ba0c5a020665a9f94c0da0c21db27645a4bf20a92de3913381d95f4,basic-1/BASIC 1/UNIT/UNIT 16- Places  To Go.pdf
basic-1,unit,16,Places to Go,audio,materials/basic-1/units/unit-16/audio.mp3,1755496,9dc58a0281299c576dee6d25afe7ba370751fc5af5d287095af90175b2ecdc87,basic-1/BASIC 1/ÁUDIO/UNIT 16 PLACES TO GO.mp3
basic-1,unit,17,Relationships,pdf,materials/basic-1/units/unit-17/unit-17.pdf,399986,551b32ec5612c51b3bd82558c078bc8594ae54416b8ecb40145b37f280dcb914,basic-1/BASIC 1/UNIT/UNIT 17- Relationships.pdf
basic-1,unit,17,Relationships,audio,materials/basic-1/units/unit-17/audio.mp3,1780571,b2acb302765acf09eb12c9053536521393110397688be3c38db9466346941909,basic-1/BASIC 1/ÁUDIO/UNIT 17 RELATIONSHIPS.mp3
basic-1,unit,18,Abilities,pdf,materials/basic-1/units/unit-18/unit-18.pdf,459512,edc026452c50a7887df8064af5f8df97abd311949ed282ae2f187c8ee31d062b,basic-1/BASIC 1/UNIT/UNIT 18- Abilities.pdf
basic-1,unit,18,Abilities,audio,materials/basic-1/units/unit-18/audio.mp3,1804358,3b9a668f37d3f05c5a5a72db69711eabc0dc5cf20ae531265cf26d744199090b,basic-1/BASIC 1/ÁUDIO/UNIT 18 ABILITIES.mp3
basic-1,unit,19,Everyday Stuff,pdf,materials/basic-1/units/unit-19/unit-19.pdf,410058,518af93ef0a1d6a1daecca9d40662115e772c14be154cefdd3fbb8f11207ee85,basic-1/BASIC 1/UNIT/UNIT 19- Everyday Stuff.pdf
basic-1,unit,19,Everyday Stuff,audio,materials/basic-1/units/unit-19/audio.mp3,1607541,19c52e50c90e8b808f4ead77abcdfce19355fa0bc61adb2523699ca59007259e,basic-1/BASIC 1/ÁUDIO/UNIT 19 EVERYDAY STUFF.mp3
basic-1,unit,20,Possessions,pdf,materials/basic-1/units/unit-20/unit-20.pdf,581306,9352f60cb5c1c609cb22a137e4becfb6266b6e5b4ef513c04eb81e5e9139257d,basic-1/BASIC 1/UNIT/UNIT 20-Possessions.pdf
basic-1,unit,20,Possessions,audio,materials/basic-1/units/unit-20/audio.mp3,1109821,eda922b3d34fd4393fbcd9c6af796ac3ad40cb449bee2910ba807b36d28ec22b,basic-1/BASIC 1/ÁUDIO/UNIT 20 POSESSIONS.mp3
basic-1,resource,0,Useful Language,audio,materials/basic-1/resources/language-practice.mp3,1410072,6bc9e823c2c4413dd95e5210c7bb60768841af3ca1da1c34558de956210b62e0,basic-1/BASIC 1/ÁUDIO/UNIT 00 USEFUL LANGUAGE.mp3
basic-2,unit,21,At the Airport,pdf,materials/basic-2/units/unit-21/unit-21.pdf,450918,e2eddda4e8ca7b7961681e4a927e765c384fb4951ce7854be672648cc128a5b2,basic-2/BASIC 2/UNIT/UNIT 21- At The Airport.pdf
basic-2,unit,21,At the Airport,audio,materials/basic-2/units/unit-21/audio.mp3,1477591,2928301c0bb24301748a298e1cef260c0073cea33aebdb8e4d056ddf1220f50d,basic-2/BASIC 2/ÁUDIO/UNIT 21 AT THE AIRPORT.mp3
basic-2,unit,22,Beach,pdf,materials/basic-2/units/unit-22/unit-22.pdf,527405,df60ee966e96d5d5626f7c78a239a512c94c38d2f53d8c1c2fb9f1c46ad53908,basic-2/BASIC 2/UNIT/UNIT 22- Beach.pdf
basic-2,unit,22,Beach,audio,materials/basic-2/units/unit-22/audio.mp3,1659858,500a0636cf1371bfd63eea10945e11445b695891e242aab00858f6fbe51bb3f0,basic-2/BASIC 2/ÁUDIO/UNIT 22 BEACH.mp3
basic-2,unit,23,House Chores,pdf,materials/basic-2/units/unit-23/unit-23.pdf,484869,bba21098c5f6c6daddb275f3a87247b9d768120fca1d1cf3551a0311200c2f00,basic-2/BASIC 2/UNIT/UNIT 23- House Chores.pdf
basic-2,unit,23,House Chores,audio,materials/basic-2/units/unit-23/audio.mp3,1547652,2e6b08a2d15195ffcb306e9d58656ebfcf3eef764a52e97700bf552fa117b45c,basic-2/BASIC 2/ÁUDIO/UNIT 23 HOUSE CHORES.mp3
basic-2,unit,24,So Good,pdf,materials/basic-2/units/unit-24/unit-24.pdf,510650,82ca2bbac55a9c4e7f1fc9a87304dc94e7855edd98fff38eb4012b9e68b72a12,basic-2/BASIC 2/UNIT/UNIT 24- So Good.pdf
basic-2,unit,24,So Good,audio,materials/basic-2/units/unit-24/audio.mp3,1620860,0f0c3088a3492f783cdf47bf0bcfca83b04c746822092996ed4030cc3a38053c,basic-2/BASIC 2/ÁUDIO/UNIT 24 SO GOOD.mp3
basic-2,unit,25,Gym,pdf,materials/basic-2/units/unit-25/unit-25.pdf,438280,1c0a4dfceb080f3ee3ce11b2e97da5815551b9a9e2e2abed2f3d5e20b15e6a24,basic-2/BASIC 2/UNIT/UNIT 25- Gym.pdf
basic-2,unit,25,Gym,audio,materials/basic-2/units/unit-25/audio.mp3,1167986,24ab5eaf4c44ad4f4296585fe6d1e433e74cb6a84ac1097163e1f84249e4d0eb,basic-2/BASIC 2/ÁUDIO/UNIT 25 GYM.mp3
basic-2,unit,26,Likes and Dislikes,pdf,materials/basic-2/units/unit-26/unit-26.pdf,532544,35675d049e232cded64153cf29abb5acb9a80d89b3850ebb8f749e6f5262dcc1,basic-2/BASIC 2/UNIT/UNIT 26- Likes And Dislikes.pdf
basic-2,unit,26,Likes and Dislikes,audio,materials/basic-2/units/unit-26/audio.mp3,1834946,ab8bd1b853834e8b515aa9621a7ebd69969e7a51ea05d831081fd558ad658848,basic-2/BASIC 2/ÁUDIO/UNIT 26 LIKES AND DISLIKES.mp3
basic-2,unit,27,Disagreeing,pdf,materials/basic-2/units/unit-27/unit-27.pdf,551122,04efd766d81436054bf388eacc2d6dc3b742c225cc87051f8e26524b29dcaf1b,basic-2/BASIC 2/UNIT/UNIT 27- Disagreeing.pdf
basic-2,unit,27,Disagreeing,audio,materials/basic-2/units/unit-27/audio.mp3,1911163,cbfd969ffcb94d33b0e5a6736f4a1a8aac2386bff6ff2a2a62d05b273c6b28f4,basic-2/BASIC 2/ÁUDIO/UNIT 27 DISAGREEING.mp3
basic-2,unit,28,Places in the City,pdf,materials/basic-2/units/unit-28/unit-28.pdf,625940,5c2ece2e7b9dc93d19f5bfe681b445b020e3f2bd1b0124746389052bf0d35d58,basic-2/BASIC 2/UNIT/UNIT 28- Places in the city.pdf
basic-2,unit,28,Places in the City,audio,materials/basic-2/units/unit-28/audio.mp3,2053957,994275fb348afaa0e50549706bc460d5e084f31a9bf3d5de43f43bca371ac5f6,basic-2/BASIC 2/ÁUDIO/UNIT 28 PLACES IN THE CITY.mp3
basic-2,unit,29,Baby Care,pdf,materials/basic-2/units/unit-29/unit-29.pdf,418590,088a232935474a847756a00a61c8e77833687bfcbc1f2c69b88e7b4c35ee74bb,basic-2/BASIC 2/UNIT/UNIT 29- Baby Care.pdf
basic-2,unit,29,Baby Care,audio,materials/basic-2/units/unit-29/audio.mp3,1324969,eca3de603493b5b623cb728c7950db1260e7a90210cbd9c8a29f4e2fb4f83891,basic-2/BASIC 2/ÁUDIO/UNIT 29 BABY CARE.mp3
basic-2,unit,30,Stationery,pdf,materials/basic-2/units/unit-30/unit-30.pdf,452573,913dcd213b75ee27ebca5ebc8b96a71e67382751ccf94f354350d131e3344456,basic-2/BASIC 2/UNIT/UNIT 30- Stationery.pdf
basic-2,unit,30,Stationery,audio,materials/basic-2/units/unit-30/audio.mp3,1513951,8ba9c016591ade87e6bf9c1233bec736e1e33afc279f35275bf2afac74537443,basic-2/BASIC 2/ÁUDIO/UNIT 30 STATIONERY.mp3
basic-2,unit,31,At the Pharmacy,pdf,materials/basic-2/units/unit-31/unit-31.pdf,355493,be082721a36231e93d112c6f3fa3f1b08be7c211ac3ad76e0199e8e83ed82d53,basic-2/BASIC 2/UNIT/UNIT 31- At The Pharmacy.pdf
basic-2,unit,31,At the Pharmacy,audio,materials/basic-2/units/unit-31/audio.mp3,2149069,36a69c78d30af9c2dac54da048ac0c4a052626a62c6cb5f6df2e5c60c892dc16,basic-2/BASIC 2/ÁUDIO/UNIT 31 PHARMACY.mp3
basic-2,unit,32,Movies,pdf,materials/basic-2/units/unit-32/unit-32.pdf,571055,25c73ac1c44783cc5ac533d3cd361f93ac47fc35bcab13dece00774feb5cffec,basic-2/BASIC 2/UNIT/UNIT 32- Movies.pdf
basic-2,unit,32,Movies,audio,materials/basic-2/units/unit-32/audio.mp3,1675407,5af7884d1fc26427bf1572a62dbbee9c109b87f4103014d7f90ca2af92b9dc79,basic-2/BASIC 2/ÁUDIO/UNIT 32 MOVIES.mp3
basic-2,unit,33,How Was Your Day,pdf,materials/basic-2/units/unit-33/unit-33.pdf,377490,90915044090ddd79f75bcc747cdf7d82f352593f0c84961f62ec319fc5e25e9a,basic-2/BASIC 2/UNIT/UNIT 33- How Was Your Day.pdf
basic-2,unit,33,How Was Your Day,audio,materials/basic-2/units/unit-33/audio.mp3,1495531,b2fbcb8d8aa5e38792795b1d0cbfe088f4d76d65181333fcf967432b9ebf7e81,basic-2/BASIC 2/ÁUDIO/UNIT 33 HOW WAS YOUR DAY.mp3
basic-2,unit,34,Comparing,pdf,materials/basic-2/units/unit-34/unit-34.pdf,514419,55a9164b88de243ff7588dd5893688c8365a56a01deddd78347d4793329ba20a,basic-2/BASIC 2/UNIT/UNIT 34- Comparing.pdf
basic-2,unit,34,Comparing,audio,materials/basic-2/units/unit-34/audio.mp3,992887,f74c35fc6f64af6a68df71d15f6e644d175ac123877d7d22ec4a6523cbb9f0b6,basic-2/BASIC 2/ÁUDIO/UNIT 34 COMPARING.mp3
basic-2,unit,35,Work Rules,pdf,materials/basic-2/units/unit-35/unit-35.pdf,425663,b8d597e2f226fceb2d1b928e2f0e4b31bee1dd62bc34bdb0dbafcef09b5b7702,basic-2/BASIC 2/UNIT/UNIT 35- Work Rules.pdf
basic-2,unit,35,Work Rules,audio,materials/basic-2/units/unit-35/audio.mp3,3216262,66f46abb3935eeeadea11c136c98100d3e7fd90ea31ba0c7ad8d4f03d3abf127,basic-2/BASIC 2/ÁUDIO/UNIT 35 WORK RULES.mp3
basic-2,unit,36,Departments,pdf,materials/basic-2/units/unit-36/unit-36.pdf,355904,99e5e3f60e0480ad7043bc5c2256ede399d2f0077140e938ae7af68c82447737,basic-2/BASIC 2/UNIT/UNIT 36- Departments.pdf
basic-2,unit,36,Departments,audio,materials/basic-2/units/unit-36/audio.mp3,1557801,e86f9836c6eea7f43870e1196292d686b54a929721b49eb3dee4af9207ff3f05,basic-2/BASIC 2/ÁUDIO/UNIT 36 DEPARTMENTS.mp3
basic-2,unit,37,Work Tasks,pdf,materials/basic-2/units/unit-37/unit-37.pdf,386461,bc782fddf9bd04c53de236b54b19361f67bb5c0c1413aeda60ade27053f25c4f,basic-2/BASIC 2/UNIT/UNIT 37- Tasks At Work.pdf
basic-2,unit,37,Work Tasks,audio,materials/basic-2/units/unit-37/audio.mp3,1362939,b8f65da35cd8898277ca098cbba9d7ba1eddbb95403c20112099808b76b23a7e,basic-2/BASIC 2/ÁUDIO/UNIT 37 WORK TASKS.mp3
basic-2,unit,38,Office Spaces,pdf,materials/basic-2/units/unit-38/unit-38.pdf,469635,c6db6fc46bd7ea6037faddf82be42fcb2782043dd6789d4d2af95f4aa2a3107e,basic-2/BASIC 2/UNIT/UNIT 38- Office spaces.pdf
basic-2,unit,38,Office Spaces,audio,materials/basic-2/units/unit-38/audio.mp3,1479484,74f091ec0f72133d27ca15c46d988bab268e8386104e23c85e2ac7daf7d8864c,basic-2/BASIC 2/ÁUDIO/UNIT 38 OFFICE SPACES.mp3
basic-2,unit,39,Work Advice,pdf,materials/basic-2/units/unit-39/unit-39.pdf,382328,7695644615abe824b52d28bd311191e32b8132e56c3adbf671018240e7bfba0e,basic-2/BASIC 2/UNIT/UNIT 39- Work Advice.pdf
basic-2,unit,39,Work Advice,audio,materials/basic-2/units/unit-39/audio.mp3,1485272,b785fd224bfa4b6230715e6a53860bf57e5e6ad7acfd108d2361b7b3cf634c67,basic-2/BASIC 2/ÁUDIO/UNIT 39 WORK ADVICE.mp3
basic-2,resource,0,Useful Language,audio,materials/basic-2/resources/language-practice.mp3,1243328,f6070c1d9d52cf924bd9f367cd8f32a1c1c1f78819ab151e9c98305d01ff91ce,basic-2/BASIC 2/ÁUDIO/UNIT 00 USEFUL LANGUAGE.mp3
intermediate,unit,41,Eating Out,pdf,materials/intermediate/units/unit-41/unit-41.pdf,476554,0981ab5c201e67db2990c6cddb44ab9a002f683d1807bf33358057254fc35501,intermediate/INTERMEDIATE/UNIT/UNIT 41- EATING OUT.pdf
intermediate,unit,41,Eating Out,audio,materials/intermediate/units/unit-41/audio.mp3,2936685,3b07a9e290f739972c96a366242d44a484cb0f5805dcf3707e85bf249be46fdd,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 41 EATING OUT.mp3
intermediate,unit,42,Procedures,pdf,materials/intermediate/units/unit-42/unit-42.pdf,352837,283f2396dcc4ff41517e002f61d28417f26482aa4fab5edda864ae566040995a,intermediate/INTERMEDIATE/UNIT/UNIT 42- PROCEDURES.pdf
intermediate,unit,42,Procedures,audio,materials/intermediate/units/unit-42/audio.mp3,2057968,d4c2d560037ac9c78ccc8459cb6d6325d84d9eebb361fd07b813982d355d9a54,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 42 PROCEDURES.mp3
intermediate,unit,43,I'm Thankful,audio,materials/intermediate/units/unit-43/audio.mp3,2808057,bf72e05f938b8ef7b8a9376f8b8bb377980dc0c04977d858e7852e11268b103a,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 43 I_M THANKFUL.mp3
intermediate,unit,44,Appearance,pdf,materials/intermediate/units/unit-44/unit-44.pdf,438853,c32d06ba4cc92776dc6584672a0797d1b5ed39bff75fe53421022656ef16862c,intermediate/INTERMEDIATE/UNIT/UNIT 44- APPEARANCE.pdf
intermediate,unit,44,Appearance,audio,materials/intermediate/units/unit-44/audio.mp3,1803510,3474936bbc163b2693c9154b5cd5b3e3b7c2af21ce5f78d001c322d9ef9d0aaf,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 44 APPEARANCE.mp3
intermediate,unit,45,The Office,pdf,materials/intermediate/units/unit-45/unit-45.pdf,355570,c522fc64ed9f9e11a2e35f11db89efcd76f70c1f73597e836db1055ebad25b2d,intermediate/INTERMEDIATE/UNIT/UNIT 45- THE OFFICE.pdf
intermediate,unit,45,The Office,audio,materials/intermediate/units/unit-45/audio.mp3,1603009,03ab788f666012de350102729beade295d9878f5c91d2dcb1452f37f8cb4a0ab,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 45 THE OFFICE.mp3
intermediate,unit,46,Karaoke Night,pdf,materials/intermediate/units/unit-46/unit-46.pdf,413987,1f5d3ee631fc51e3dc05241bd206e269e09200fccfdb5acb28740e23a6db61f0,intermediate/INTERMEDIATE/UNIT/UNIT 46- KARAOKE NIGHT.pdf
intermediate,unit,46,Karaoke Night,audio,materials/intermediate/units/unit-46/audio.mp3,2529611,74431038508fcb4157f9a58d20521b387c9711a32d3faecc193e2931b8fc4413,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 46 KARAOKE NIGHT.mp3
intermediate,unit,47,Urban Life,pdf,materials/intermediate/units/unit-47/unit-47.pdf,623867,6c3c4dc485540c6f0baf8dcebbf9b5638e9f11b84ec2009056038ee5fb50aa74,intermediate/INTERMEDIATE/UNIT/UNIT 47- URBAN LIFE.pdf
intermediate,unit,47,Urban Life,audio,materials/intermediate/units/unit-47/audio.mp3,2651252,d6be615dbd043605462f257bfa7addac13efc62e8fcff8f7ba145c6e17c65661,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 47 URBAN LIFE.mp3
intermediate,unit,48,Pots and Pans,pdf,materials/intermediate/units/unit-48/unit-48.pdf,414275,54d0de465f14b8d37f3594c337b61d4fed09ccc61c61f1a4287084ac9b49c354,intermediate/INTERMEDIATE/UNIT/UNIT 48- POTS AND PANS.pdf
intermediate,unit,48,Pots and Pans,audio,materials/intermediate/units/unit-48/audio.mp3,2113140,534340bc7b452ba3d6d062fc2bce9efb4fbd925e18358de66d2a625a194ba14f,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 48 POTS AND PANS.mp3
intermediate,unit,49,Life Adventures,pdf,materials/intermediate/units/unit-49/unit-49.pdf,361276,01d266657d06e2ed3f68280bfb48a6652aafebc29eed7c326881b2845d15ab5b,intermediate/INTERMEDIATE/UNIT/UNIT 49- LIFE ADVENTURES.pdf
intermediate,unit,49,Life Adventures,audio,materials/intermediate/units/unit-49/audio.mp3,2646588,4ab8973cd8a9ddb927b0160bec1cf809c9e9ff215116bc6802a5a326fb1dc463,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 49 LIFE ADVENTURES.mp3
intermediate,unit,50,Pets,pdf,materials/intermediate/units/unit-50/unit-50.pdf,439992,e12baa2ae626355d30ee80bce388bc780869cf17e1e90ac8357a665daacc9280,intermediate/INTERMEDIATE/UNIT/UNIT 50- PETS.pdf
intermediate,unit,50,Pets,audio,materials/intermediate/units/unit-50/audio.mp3,1811592,b197ab5938deb1e3e7552b9e1145775ce64e3ba4314ef76fe17e244efea6a7d3,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 50 PETS.mp3
intermediate,unit,51,Workplace Skills,pdf,materials/intermediate/units/unit-51/unit-51.pdf,380097,15cfead9abbf85e4084c0a3cf8bedef45d3c14a09e14a032c04c54bcda517d8c,intermediate/INTERMEDIATE/UNIT/UNIT 51- WORKPLACE SKILLS.pdf
intermediate,unit,51,Workplace Skills,audio,materials/intermediate/units/unit-51/audio.mp3,2638649,b6af70f401e758cc0e46557a91ac9911b166ab5916e54fec9967a8263c44259c,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 51 WORKPLACE SKILLS.mp3
intermediate,unit,52,Projects,pdf,materials/intermediate/units/unit-52/unit-52.pdf,340504,a5df5ef1f2efac24c63eb3f4d960e4a2de1c310d1cf90b9f2ed4b2be832bb8d6,intermediate/INTERMEDIATE/UNIT/UNIT 52- PROJECTS.pdf
intermediate,unit,52,Projects,audio,materials/intermediate/units/unit-52/audio.mp3,2417957,1c0737a07ff859785b25c1952f87095467fca8d80c1d80a763d458d9fee01753,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 52 PROJECTS.mp3
intermediate,unit,53,Time Off,pdf,materials/intermediate/units/unit-53/unit-53.pdf,411474,1074a08effe0196052df68d1cea6933ef19e8941df872485affcecad2d93a64b,intermediate/INTERMEDIATE/UNIT/UNIT 53- TIME OFF.pdf
intermediate,unit,53,Time Off,audio,materials/intermediate/units/unit-53/audio.mp3,1418259,561f96645189de854cde3aae17a80ea6211175897c5206bea2b62aeb9f996a07,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 53 TIME OFF.mp3
intermediate,unit,54,Meeting Flow,pdf,materials/intermediate/units/unit-54/unit-54.pdf,400789,d23ea650d44ee4e4206951c1527462ad6430d86f6896aba23f2f184bc10f110c,intermediate/INTERMEDIATE/UNIT/UNIT 54- MEETING FLOW.pdf
intermediate,unit,54,Meeting Flow,audio,materials/intermediate/units/unit-54/audio.mp3,2124136,5d24984c8efb467de2e4d3cab6c163261ed4e6e801c6d491eb5d1980962823e0,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 54 MEETING FLOW.mp3
intermediate,unit,55,Job Interview,pdf,materials/intermediate/units/unit-55/unit-55.pdf,317111,afcfb316ff2c84f79fa813e0a5e01691a464d569081ee6cb71c4b3e2253fea6d,intermediate/INTERMEDIATE/UNIT/UNIT 55- JOB INTERVIEW.pdf
intermediate,unit,55,Job Interview,audio,materials/intermediate/units/unit-55/audio.mp3,2093619,fda984ae6c83331803bee120cf418282c8595d88e59ce00f1feb81bb6cb93a1b,intermediate/INTERMEDIATE/ÁUDIO /UNIT/UNIT 55 JOB INTERVIEW.mp3
intermediate,unit,56,Supply Chain,pdf,materials/intermediate/units/unit-56/unit-56.pdf,448166,e7fe776ae951d2425e3c60e4fa41a9d48e14e9c1225488b98ca9880bbdeb6015,intermediate/INTERMEDIATE/UNIT/UNIT 56- SUPPLY CHAIN.pdf
